ISIN_CODE,BSE_Symbol,OneWR,OneMR,ThreeMR,OneYR,ThreeYR,FiveYR,TenYR,P_E,Sector_PE,P_B,Median_PB,DE_Ratio,ROE,EYield,DYield,OPM,EV_EBITDA,PS_Ratio,PCF,PEG_Ratio,FCF,LTD,OverallValue,bullpattn,bearpattn,PSAR,momentum,daily_vol,slowRSI,AweOsc,week_vol,fastRSI,UltOsc,month_vol,bullupdates,bearupdates
INE785A01026,524330,-2.39,-14.61,-17.69,105.55,79.67,40.4,24.93,20.95,24.26666667,3.97,11.85 (5-Y),1.49,21.54,8.25,1.12,7.7,11.1,0.56,-11.32,1.56,-151.63,415.79,Not cheap but still Good,Bullish Harami Formation formed on 14-Nov-2017<br />Bullish Harami Formation formed on 07-Nov-2017<br />Monthly Bullish Harami Formation formed on 27-Oct-2017<br />Three Inside Up formed on 26-Oct-2017<br />Bullish Harami Formation formed on 25-Oct-2017,Monthly Three Dark Crows formed on 17-Nov-2017<br />Three Outside Down formed on 16-Nov-2017<br />Weekly Three Dark Crows formed on 16-Nov-2017<br />Monthly Three Dark Crows formed on 10-Nov-2017<br />Three Outside Down formed on 09-Nov-2017,492.522,-12.45001,0.0555,67.08,-4.593383,0.0469,36.94,43.17,0.0461,-,Stock Broke Weekly Support seen on 17-Nov-2017
INE854B01010,522285,2.71,16.35,23.44,30.89,-9.33,-5.02,-14.18,-,9.103333333,0.4,12.99 (5-Y),2.56,-24.6,1.06,0,12.32,15.86,0.19,2.14,-,-298.11,4188.56,Poor,Monthly Inverted Hammer Formation formed on 16-Nov-2017<br />Bullish Engulfing Formation formed on 09-Nov-2017<br />Monthly Inverted Hammer Formation formed on 01-Nov-2017<br />Inverted Hammer Formation formed on 01-Nov-2017<br />Weekly Three Inside Up formed on 19-Oct-2017,Bearish GapDown Formation formed on 16-Nov-2017<br />Bearish MaruBozu formed on 15-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017<br />Bearish Engulfing Formation formed on 02-Nov-2017<br />Monthly Spinning Top formed on 27-Oct-2017,7.360884,1.85,0.1437,73.65,0.510441,0.1213,100,39.9,0.0843,MACD Above Zero Line seen on 20-Nov-2017<br />Crossed Above Weekly Central Line seen on 16-Nov-2017<br />Stock Broke Monthly Resistance seen on 13-Nov-2017<br />Stock Broke Weekly Resistance seen on 13-Nov-2017,Weekly MACD Below Signal Line seen on 21-Nov-2017<br />Monthly MACD Below Signal Line seen on 21-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017<br />Monthly CMF-Bearish Trend Change seen on 21-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017
INE246D01015,539005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE091E01039,512233,-,-,-,-,-,-,-,-,9.47,-2.08,175.04 (5-Y),-1.55,0,-0.89,0,2.63,333.45,14.71,-453.49,-,-4.12,524.89,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE903A01025,500306,2.79,1.56,11.73,104.83,32.26,12.52,6.78,28.01,48.565,0.51,10.82 (5-Y),0,2.39,17.19,0,699.54,6.49,104.27,-2.92,-0.63,-4.1,-,Poor,-,-,8.47702,0.05,0.04,31.82,0.082735,0.0378,37.39,45.31,0.0647,-,-
INE099J01015,533207,-8.5,2.94,-4.76,98.58,-14.54,-20.92,-,-,-,0.39,7.5 (5-Y),1.63,-4.86,-3.56,0,20.68,-31.2,11.06,1.63,-,83.79,9635.09,Very Poor,Weekly Bullish GapUp Formation formed on 17-Nov-2017<br />Bullish GapUp Formation formed on 13-Nov-2017<br />Bullish MaruBozu formed on 10-Nov-2017<br />Weekly Hammer Formation formed on 10-Nov-2017<br />Monthly Hammer Formation formed on 10-Nov-2017,Spinning Top formed on 17-Nov-2017<br />Weekly Three Dark Crows formed on 08-Nov-2017<br />Three Dark Crows formed on 08-Nov-2017<br />Evening Doji Star formed on 26-Oct-2017<br />Evening Star formed on 26-Oct-2017,15.515194,-1.05,0.0538,32.48,-0.033971,0.0584,14.85,37.25,0.0568,PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017<br />ADX +DI Cross Above - DI seen on 14-Nov-2017<br />10 Days Price & Vol Moving Up seen on 14-Nov-2017,Weekly CMF-Bearish Trend Change seen on 21-Nov-2017<br />CMF Bearish Divergence -Long term seen on 17-Nov-2017
INE693E01016,506520,8.82,20.06,73.03,41.82,12.3,8.67,2.62,6.07,17.10333333,1.36,17.99 (5-Y),0.08,2.6,32.52,0,160.58,16.49,44.38,-15.23,0.1,3.13,1.87,Somewhat costly but justifies,-,-,13.768662,0.41,0.0552,17.22,0.732824,0.0593,20.28,33.61,0.0635,-,-
INE703C01025,506910,0.35,-9.44,5.15,-7.44,15.27,22.93,19.86,40.08,67.17666667,0.91,7.36 (5-Y),0,6.71,4.01,0.42,7.1,13.11,0.55,39.46,-1.72,1.75,-,Very Costly,-,-,70.57355,4.000002,0.0731,16.09,1.075882,0.0648,24.55,25.45,0.0548,-,-
INE572A01028,506943,-0.23,4.93,0.26,-12.91,11.56,28.81,15.95,16.08,58.135,1.72,15.98 (5-Y),0.04,14.48,8.29,0.35,20.65,9.34,1.97,11.94,0.62,78.22,48.86,Very Costly,Monthly Inverted Hammer Formation formed on 17-Nov-2017<br />Monthly Inverted Hammer Formation formed on 01-Nov-2017<br />Inverted Hammer Formation formed on 01-Nov-2017<br />Monthly Three Inside Up formed on 31-Oct-2017<br />Bullish Harami Formation formed on 31-Oct-2017,Weekly Three Inside Down formed on 17-Nov-2017<br />Dark Cloud cover Formation formed on 13-Nov-2017<br />Weekly Bearish Harami Formation formed on 10-Nov-2017<br />Three Outside Down formed on 08-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017,271.21582,4.30001,0.0318,84.1,3.284853,0.0356,100,37.91,0.0328,MACD Above Zero Line seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 13-Nov-2017<br />Monthly CMF-Bullish Trend Change seen on 13-Nov-2017,MACD Below Signal Line seen on 21-Nov-2017<br />Weekly MACD Below Signal Line seen on 21-Nov-2017<br />Monthly MACD Below Signal Line seen on 21-Nov-2017<br />Crossed Below Weekly Central Line seen on 20-Nov-2017
INE187A01017,514034,-2.44,-3.91,43.98,11.92,9.66,11.65,3.2,-,222.45,1.16,21.47 (5-Y),5.26,-17.39,2.13,0.45,5.99,33.9,0.46,1.89,-,-231.83,10848.53,Poor,Bullish Harami Formation formed on 17-Nov-2017<br />Weekly Inverted Hammer Formation formed on 09-Nov-2017<br />Weekly Bullish Harami Formation formed on 02-Nov-2017<br />Monthly Bullish MaruBozu formed on 18-Oct-2017<br />Bullish GapUp Formation formed on 18-Oct-2017,Weekly Three Inside Down formed on 16-Nov-2017<br />Bearish GapDown Formation formed on 15-Nov-2017<br />Dark Cloud cover Formation formed on 14-Nov-2017<br />Weekly Bearish Harami Formation formed on 10-Nov-2017<br />Three Dark Crows formed on 09-Nov-2017,207.68372,29.2,0.0367,20.16,29.42397,0.0657,28.12,37.03,0.0716,Crossed Above Weekly Central Line seen on 21-Nov-2017,Weekly MACD Below Signal Line seen on 21-Nov-2017<br />Monthly MACD Below Signal Line seen on 21-Nov-2017<br />MACD Below Signal Line seen on 21-Nov-2017<br />CMF-Bearish Trend Change seen on 20-Nov-2017
INE927D01028,532605,2.31,-1.36,57.44,162.42,32.61,101.11,45.5,34.2,26.2875,5.15,10.24 (5-Y),1.25,19.58,5.58,0.38,11.29,12.74,1.21,15.34,2.46,4.06,524.53,Not cheap but still Good,Weekly Bullish Piercing Formation formed on 17-Nov-2017<br />Monthly Bullish Harami Formation formed on 17-Nov-2017<br />Three Outside Up formed on 16-Nov-2017<br />Inverted Hammer Formation formed on 08-Nov-2017<br />Monthly Inverted Hammer Formation formed on 08-Nov-2017,Weekly Spinning Top formed on 15-Nov-2017<br />Weekly Three Outside Down formed on 14-Nov-2017<br />Three Outside Down formed on 10-Nov-2017<br />Bearish Engulfing Formation formed on 09-Nov-2017<br />Weekly Bearish Engulfing Formation formed on 09-Nov-2017,572.80927,-7.59999,0.0246,36.13,-26.063383,0.0386,58.64,30.95,0.0412,PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017<br />ADX +DI Cross Above - DI seen on 16-Nov-2017,Monthly MACD Below Zero Line seen on 16-Nov-2017<br />Weekly MACD Below Zero Line seen on 16-Nov-2017<br />MACD Below Zero Line seen on 16-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 14-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 14-Nov-2017
INE945A01026,500223,8.57,-0.29,-9.52,-29.63,-6.9,20.96,-9.6,-,-,7.94,42.81 (3-Y),5.41,-36.35,-1.28,0,6.01,18.21,0.26,2.56,-,37.83,259.54,Poor,-,-,2.95,0.21,0.1343,76.63,0.027294,0.0982,87.74,49.42,0.0691,-,-
INE263B01022,524592,0.62,39.14,7.74,-27.85,8.8,10.17,0.68,-,-,-0.33,5.35 (3-Y),-0.9,0,-3.4,0,-87.67,-235.83,9.52,12.79,-,17.72,16.19,Poor,-,-,3.453074,0.78,0.0472,100,0.131353,0,100,86.23,0.0047,-,-
INE987E01012,513012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE237B01018,538837,4.31,4.58,5.38,28.44,-,-,-,47.72,30.0025,2.66,40.22 (1-Y),0.59,9.69,4.47,0,19.89,13.13,2.01,-6.79,-,-12.79,8.45,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE354A01013,524731,-0.84,-3,7.53,-3.73,10.35,43.88,29.34,24.47,24.47,4.16,16.37 (5-Y),0.12,28.7,8.53,1.78,21.79,10.56,2.16,21.59,3.1,11.72,6.37,Very Costly,-,-,407.80798,3.70001,0.022,37.53,5.077059,0.0238,65.55,39.14,0.0223,-,-
INE819B01021,523592,-0.52,-5.41,-1.66,-1.91,21.96,16.87,0.87,-,-,-0.07,-,-0.25,0,-8.42,0,-25.65,-,-,-3.72,-,-10.45,96.88,Very Poor,Weekly Bullish Piercing Formation formed on 10-Nov-2017<br />Weekly Bullish Engulfing Formation formed on 07-Nov-2017<br />Monthly Three Inside Up formed on 07-Nov-2017<br />Monthly Bullish Harami Formation formed on 31-Oct-2017<br />Monthly Bullish Harami Formation formed on 27-Oct-2017,Weekly Bearish Harami Formation formed on 17-Nov-2017<br />Bearish Harami Formation formed on 13-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 09-Nov-2017<br />Dark Cloud cover Formation formed on 08-Nov-2017<br />Monthly Spinning Top formed on 08-Nov-2017,7.781,0.05,0.0321,23.73,0.103971,0.0738,11.45,35.15,0.0693,-,PSAR Bearish Reversal on Monthly Chart seen on 14-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 14-Nov-2017<br />Weekly MACD Below Zero Line seen on 13-Nov-2017<br />Monthly MACD Below Zero Line seen on 13-Nov-2017<br />MACD Below Zero Line seen on 13-Nov-2017
INE802G01018,532617,-3.07,40.58,20.29,96.51,36.74,8.89,-1.9,22.11,22.11,-2.79,8.06 (1-Y),-1.86,0,8.06,0,9.39,7.02,0.35,7.52,0.63,709.1,9096.86,Very Costly,Monthly Three Outside Up formed on 17-Nov-2017<br />Bullish Harami Formation formed on 17-Nov-2017<br />Monthly Three Outside Up formed on 10-Nov-2017<br />Bullish Piercing Formation formed on 08-Nov-2017<br />Monthly Three Outside Up formed on 03-Nov-2017,Weekly Spinning Top formed on 17-Nov-2017<br />Dark Cloud cover Formation formed on 14-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017<br />Three Outside Down formed on 23-Oct-2017<br />Bearish Engulfing Formation formed on 19-Oct-2017,486.35266,105.29999,0.0464,97.28,26.656912,0.0568,97.28,65.22,0.0399,ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />Monthly CMF-Bullish Trend Change seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017,ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017
INE982V01017,Not Listed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Assessed,Monthly Inverted Hammer Formation formed on 15-Nov-2017<br />Bullish GapUp Formation formed on 14-Nov-2017<br />Weekly Inverted Hammer Formation formed on 10-Nov-2017<br />Monthly Inverted Hammer Formation formed on 10-Nov-2017<br />Weekly Bullish GapUp Formation formed on 10-Nov-2017,Bullish GraveStone Doji formed on 15-Nov-2017<br />Bearish GapDown Formation formed on 15-Nov-2017<br />Weekly Bearish MaruBozu formed on 15-Nov-2017<br />Bearish GapDown Formation formed on 10-Nov-2017<br />Bearish GapDown Formation formed on 30-Oct-2017,-,-,-,-,-,-,-,-,-,PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017,Monthly MACD Below Signal Line seen on 21-Nov-2017<br />Weekly MACD Below Signal Line seen on 21-Nov-2017<br />MACD Below Signal Line seen on 21-Nov-2017
INE155R01018,538794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE564T01017,Not Listed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE919C01019,517063,1.96,-0.61,11.05,47.11,-2.3,-1.28,-12.73,33.8,21.705,0.73,19.82 (5-Y),0,1.28,4.04,0,12.39,9.45,1.52,32,-3.73,1.04,-,Somewhat costly but justifies,-,-,63.892,2,0.0566,56.41,5.052941,0.0776,31.06,51.07,0.0655,-,-
INE865D01012,531550,-,-,-,-,-,-,-,-,61.94643766,0.41,22.97 (5-Y),0.05,-0.26,-5.73,0,13.01,-12.56,2.85,1.77,-,2.06,0.44,Poor,-,-,5.4,0,0,—,0.010588,0,—,20.11,0,-,-
INE544H01014,532771,2.43,-10.78,8.32,88.67,109.19,20.47,6.35,10.37,10.37,2.62,16.47 (5-Y),0.02,19.55,7.91,0,11.41,28,3.61,-63.44,0.12,0.98,2.01,Not cheap but still Good,Bullish Harami Formation formed on 26-Oct-2017<br />Bullish Harami Formation formed on 17-Oct-2017<br />Bullish GapUp Formation formed on 06-Oct-2017<br />Weekly Bullish MaruBozu formed on 05-Oct-2017<br />Monthly Bullish MaruBozu formed on 05-Oct-2017,Monthly Dark Cloud cover Formation formed on 15-Nov-2017<br />Three Dark Crows formed on 08-Nov-2017<br />Bearish Engulfing Formation formed on 25-Oct-2017<br />Bearish Engulfing Formation formed on 18-Oct-2017<br />Dark Cloud cover Formation formed on 04-Oct-2017,81.44892,-2.449998,0.0217,16.15,5.084119,0.0393,19.78,33.12,0.0504,Weekly CMF-Bullish Trend Change seen on 21-Nov-2017<br />ADX +DI Cross Above - DI seen on 20-Nov-2017,Monthly MACD Below Zero Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />ADX -DI Cross Above + DI seen on 15-Nov-2017<br />Crossed Below Weekly Central Line seen on 15-Nov-2017
INE943X01015,540651,0.5,-10.89,-5.81,-,-,-,-,-,-,-,-,0.96,0.02,-,-,11.92,-,-,-,-,-1.04,5.12,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE026B01049,511618,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE356F01017,530405,-4.09,56.32,68.32,38.78,4.37,-4.72,-14.9,47.25,61.94643766,0.69,49.19 (5-Y),0.09,0.07,2.48,0,0.67,33.01,0.3,-231.09,1.71,-0.03,0.64,Very Cheap,-,-,4.45,0.69,0.0989,87,0.325059,0.071,92.88,71,0.0295,-,-
INE904J01016,533103,1.47,-11.16,-12.66,-29.11,-10.61,-32.02,-,-,9.14,2.62,18.9 (5-Y),49.78,-158.81,-1.52,0,-10.65,-202.3,7.65,-0.92,-,0,599.14,Poor,Bullish Harami Formation formed on 02-Nov-2017<br />Hammer Formation formed on 19-Oct-2017<br />Monthly Bullish Harami Formation formed on 13-Oct-2017<br />Bullish Harami Formation formed on 12-Oct-2017<br />Monthly Bullish Harami Formation formed on 06-Oct-2017,Weekly Bearish MaruBozu formed on 15-Nov-2017<br />Monthly Bearish MaruBozu formed on 15-Nov-2017<br />Three Outside Down formed on 13-Nov-2017<br />Weekly Spinning Top formed on 02-Nov-2017<br />Monthly Bearish MaruBozu formed on 01-Nov-2017,11.974434,-0.7,0.0455,27.89,-0.333676,0.0472,37.81,47.86,0.0579,-,Weekly CMF-Bearish Trend Change seen on 17-Nov-2017
INE742C01031,511034,4.42,-1.36,-2.04,1.99,-9.03,-7.79,-11.83,50.1,42.2,0.52,13 (5-Y),0.05,1.02,3.56,0.32,11.62,18.25,1.82,-4.62,-1.73,-97.38,77.48,Poor,Monthly Bullish Harami Formation formed on 10-Nov-2017<br />Weekly Inverted Hammer Formation formed on 10-Nov-2017<br />Bullish Harami Formation formed on 26-Oct-2017<br />Monthly Inverted Hammer Formation formed on 18-Oct-2017<br />Weekly Three Inside Up formed on 12-Oct-2017,Weekly Dark Cloud cover Formation formed on 14-Nov-2017<br />Three Outside Down formed on 01-Nov-2017<br />Bearish Engulfing Formation formed on 31-Oct-2017<br />Three Dark Crows formed on 18-Oct-2017<br />Dark Cloud cover Formation formed on 18-Oct-2017,160.73601,-3.45,0.0234,32.54,-3.485295,0.0298,40.04,23.64,0.0291,ADX +DI Cross Above - DI seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 14-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 14-Nov-2017,Weekly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />Monthly MACD Below Signal Line seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017
INE726D01016,507981,-4.12,8.72,19.57,54.07,24.35,14.38,4.96,-,28.0275,1.5,11.69 (5-Y),2.2,1.01,7.57,1.3,37.13,6.75,1.02,5.29,-,1.64,54.67,Poor,-,-,50.72926,0.749999,0.084,45.24,1.089412,0.1108,52.29,48.2,0.0826,-,-
INE919T01013,539947,-,-,-,-,-,-,-,-,61.94643766,0.84,-,0.02,-7.6,-21.97,0,-716.96,-4.56,365.7,2.53,-,1.95,0.12,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE796G01012,532624,-1.1,-15.47,19.44,4.94,-25.66,-9.78,-11.72,112.11,57.945,0.42,60.03 (5-Y),0,0,0.98,0,-,93.2,18.77,-19.34,3.76,-3.59,-,Not Assessed,Bullish Harami Formation formed on 15-Nov-2017<br />Weekly Bullish Piercing Formation formed on 08-Nov-2017<br />Inverted Hammer at Downtrend formed on 06-Nov-2017<br />Weekly Inverted Hammer Formation formed on 06-Nov-2017<br />Monthly Three Inside Up formed on 31-Oct-2017,Weekly Spinning Top formed on 17-Nov-2017<br />Monthly Bearish Harami Formation formed on 17-Nov-2017<br />Monthly Bearish Harami Formation formed on 10-Nov-2017<br />Monthly Spinning Top formed on 03-Nov-2017<br />Weekly Three Inside Down formed on 27-Oct-2017,102.98216,-12.249997,0.0369,5.03,3.391324,0.0525,0.27,35.38,0.0853,-,Weekly MACD Below Zero Line seen on 15-Nov-2017<br />MACD Below Zero Line seen on 15-Nov-2017<br />Monthly MACD Below Zero Line seen on 15-Nov-2017<br />ADX -DI Cross Above + DI seen on 14-Nov-2017
INE197D01010,500227,3.08,-3.55,11.79,21.85,10.2,17.41,12.77,16.31,112.595,0.69,10.91 (5-Y),0.86,11.97,9.56,0.25,10.67,5.61,0.24,3.18,1.06,84.35,2035.99,Very Costly,Monthly Inverted Hammer Formation formed on 17-Nov-2017<br />Bullish GapUp Formation formed on 03-Nov-2017<br />Inverted Hammer Formation formed on 03-Nov-2017<br />Three Inside Up formed on 16-Oct-2017<br />Bullish Harami Formation formed on 13-Oct-2017,Spinning Top formed on 14-Nov-2017<br />Three Outside Down formed on 13-Nov-2017<br />Three Inside Down formed on 07-Nov-2017<br />Bearish Harami Formation formed on 06-Nov-2017<br />Weekly Bearish Harami Formation formed on 06-Nov-2017,431.83646,0.84999,0.0313,12.18,20.01809,0.036,2.1,33.53,0.0419,ADX +DI Cross Above - DI seen on 21-Nov-2017,Weekly MACD Below Zero Line seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />ADX -DI Cross Above + DI seen on 20-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 13-Nov-2017
INE147P01019,536773,-1.14,-6.61,13.64,-19.95,-16.96,-,-,-,61.94643766,0.11,35.9 (3-Y),93.97,-137.68,-0.01,0,17.42,-11052.89,1120.12,0.09,-,228.78,5821.8,Not Assessed,Bullish Piercing Formation formed on 16-Nov-2017<br />Inverted Hammer Formation formed on 09-Nov-2017<br />Inverted Hammer at Downtrend formed on 02-Nov-2017<br />Monthly Three Inside Up formed on 31-Oct-2017<br />Monthly Three Inside Up formed on 27-Oct-2017,Monthly Bearish Harami Formation formed on 16-Nov-2017<br />Weekly Three Inside Down formed on 15-Nov-2017<br />Monthly Bearish Harami Formation formed on 10-Nov-2017<br />Weekly Bearish Harami Formation formed on 10-Nov-2017<br />Monthly Spinning Top formed on 06-Nov-2017,65.681015,-2.749998,0.0377,18.08,2.005148,0.037,8.26,28.87,0.0512,PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017<br />ADX +DI Cross Above - DI seen on 14-Nov-2017<br />ADX Bullish Divergence -Long term seen on 13-Nov-2017,Monthly MACD Below Zero Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 13-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 13-Nov-2017
INE324A01024,500378,9.98,9.02,39.07,152.31,6.06,1.12,-1.49,12.17,55.3525,0.69,8.66 (5-Y),1.16,0.9,8.46,0.8,13.01,9.23,0.68,3.16,1.05,618.83,6221.9,Not cheap but still Good,Bullish Harami Formation formed on 14-Nov-2017<br />Three Inside Up formed on 10-Nov-2017<br />Bullish Harami Formation formed on 09-Nov-2017<br />Weekly Three Inside Up formed on 03-Nov-2017<br />Weekly Bullish Harami Formation formed on 27-Oct-2017,Monthly Dark Cloud cover Formation formed on 16-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 10-Nov-2017<br />Three Dark Crows formed on 08-Nov-2017<br />Monthly Bearish Engulfing Formation formed on 08-Nov-2017<br />Weekly Bearish Harami Formation formed on 06-Nov-2017,115.12964,5.55,0.0775,42.77,3.808824,0.043,62.59,49.79,0.0441,ADX +DI Cross Above - DI seen on 20-Nov-2017,ADX -DI Cross Above + DI seen on 16-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 13-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 13-Nov-2017
INE455T01018,539597,9.51,2.21,25.45,144.4,-,-,-,18.38,13.21,5.04,18.04 (1-Y),3.93,32.02,9.66,0,13.45,7.92,0.59,7.5,0.08,238.3,3514.19,Not cheap but still Good,Bullish Harami Formation formed on 09-Nov-2017<br />Weekly Three Outside Up formed on 19-Oct-2017<br />Bullish GapUp Formation formed on 18-Oct-2017<br />Weekly Bullish Engulfing Formation formed on 13-Oct-2017<br />Weekly Bullish Piercing Formation formed on 10-Oct-2017,Weekly Three Outside Down formed on 17-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 16-Nov-2017<br />Weekly Bearish Engulfing Formation formed on 09-Nov-2017<br />Three Outside Down formed on 07-Nov-2017<br />Bearish Engulfing Formation formed on 06-Nov-2017,220.37007,31.5,0.0235,79.74,32.653675,0.0344,81.26,53.28,0.0439,ADX +DI Cross Above - DI seen on 21-Nov-2017,ADX -DI Cross Above + DI seen on 15-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 13-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 13-Nov-2017
INE220G01021,532508,0.37,-5.24,26.28,208.45,48.2,11.01,-5.51,18.69,15.315,2.47,30.85 (5-Y),3.42,4.77,9.04,0,12.84,8.54,0.53,4.02,0.9,494.2,5887.73,Very Cheap,Three Inside Up formed on 14-Nov-2017<br />Weekly Bullish Harami Formation formed on 14-Nov-2017<br />Bullish Harami Formation formed on 13-Nov-2017<br />Inverted Hammer at Downtrend formed on 08-Nov-2017<br />Bullish Harami Formation formed on 03-Nov-2017,Monthly Bearish Engulfing Formation formed on 09-Nov-2017<br />Monthly Bearish MaruBozu formed on 06-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 02-Nov-2017<br />Monthly Spinning Top formed on 26-Oct-2017<br />Bearish Engulfing Formation formed on 25-Oct-2017,110.979454,5.25,0.0203,73.83,2.973235,0.0335,88.95,40.16,0.0332,ADX +DI Cross Above - DI seen on 14-Nov-2017<br />MACD Above Zero Line seen on 14-Nov-2017,PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017
INE749A01030,532286,7.73,8.5,34.53,159.22,6.67,-14.32,-6.39,-,29.58,0.53,10.04 (5-Y),1.53,-8.13,2.74,0,23.61,11.01,0.64,2.34,-,1156.93,45850.5,Somewhat costly but justifies,Monthly Bullish MaruBozu formed on 26-Oct-2017<br />Three Outside Up formed on 25-Oct-2017<br />Bullish Engulfing Formation formed on 24-Oct-2017<br />Weekly Bullish Harami Formation formed on 24-Oct-2017<br />Monthly Bullish MaruBozu formed on 12-Oct-2017,Weekly Bearish Harami Formation formed on 17-Nov-2017<br />Bearish GapDown Formation formed on 15-Nov-2017<br />Three Inside Down formed on 15-Nov-2017<br />Bearish Harami Formation formed on 14-Nov-2017<br />Three Outside Down formed on 08-Nov-2017,160.35,-1.50001,0.0405,69.03,13.039116,0.0378,49.17,56.63,0.0432,ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI seen on 20-Nov-2017,ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI seen on 16-Nov-2017<br />MACD Bearsh Divergence - Long term seen on 14-Nov-2017
